H14-2696,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,33,,"Verkeersknelpunten pakken we gericht aan, zoals de fietsersoversteek aan de Harderwijkerweg in Laag-Soeren, de fietssituatie bij de Spoorstraat in Dieren en de oversteek bij de Hofstetterlaan in Ellecom. Samen met gebruikers monitoren we de veiligheid op de Kanaalweg in Dieren.",T01; T02; T03; T11,"T01: Schoolroutes en kwetsbare verkeersdeelnemers; T02: Fietsnetwerk en routekwaliteit; T03: Spoor, stations, tram en metro; T11: Kennis, data, monitoring en capaciteit",• Vergroening van versteende wijken en pleinen,3,3,Kennis- of capaciteitsvraag,,Nee,H14 volledige paginatekstscan
H14-2697,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,33,,"Verkeersveiligheid staat daarbij altijd voorop, zodat iedereen zich veilig kan verplaatsen.",T01,T01: Overig binnen afbakening,• Vergroening van versteende wijken en pleinen,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2698,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,33,,"Wat we willen bereiken We willen dat inwoners zich veilig en makkelijk kunnen verplaatsen, of dat nu te voet, met de fiets, het openbaar vervoer of de auto is.",T02; T03,T02: Fietsnetwerk en routekwaliteit; T03: Bus en openbaar vervoer,• Vergroening van versteende wijken en pleinen,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2699,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,33,,"We werken aan veilige wegen, bereikbare dorpscentra en duurzame mobiliteit van wandelen, fietsen, OV, deelmobiliteit naar particulier vervoer (STOMP-principe).",T02; T03; T06; T07; T08,T02: Voetgangersnetwerk en lopen; T03: Bus en openbaar vervoer; T06: Herverdeling van openbare ruimte; T07: Deelmobiliteit; T08: Bereikbaarheid van kernen en buitengebied,• Vergroening van versteende wijken en pleinen,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2700,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,33,,"We zorgen voor minder verkeersoverlast, betere doorstroming en meer ruimte voor duurzame mobiliteit.",T04; T06; T07,"T04: Doorstroming, verkeersdruk en ontsluiting; T06: Overig binnen afbakening; T07: Overig binnen afbakening",• Vergroening van versteende wijken en pleinen,2,2,Beleidsopdracht,Probleem,Nee,H14 volledige paginatekstscan
H14-2701,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,34,,"Onze dorpscentra blijven goed bereikbaar voor iedereen, waarbij ons uitgangspunt is dat bezoekers niet betalen voor parkeren, zodat ze aantrekkelijk en toegankelijk blijven voor bewoners en bezoekers.",T08,T08: Mensen met een beperking en ouderen,,1,2,Lokale kwestie,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-2702,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,34,,Dorpscentra zijn goed bereikbaar en toegankelijk voor iedereen,T08,T08: Mensen met een beperking en ouderen,"Onze dorpscentra blijven goed bereikbaar voor iedereen, waarbij ons uitgangspunt is dat",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2703,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,34,,"Onze dorpscentra blijven goed bereikbaar voor iedereen, waarbij ons uitgangspunt is dat bezoekers niet betalen voor parkeren, zodat ze aantrekkelijk en toegankelijk blijven voor bewoners en bezoekers.",T05; T08,T05: Parkeercapaciteit en parkeerdruk; T08: Mensen met een beperking en ouderen,"Onze dorpscentra blijven goed bereikbaar voor iedereen, waarbij ons uitgangspunt is dat",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2704,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,34,,"Tegelijk geven we duurzame mobiliteit volgens het STOMPprincipe een stevige plek, waardoor we inzetten op gezonde en toekomstbestendige manieren van reizen.",T07,T07: Overig binnen afbakening,"Onze dorpscentra blijven goed bereikbaar voor iedereen, waarbij ons uitgangspunt is dat",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2705,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,34,,"Tegelijk geven we duurzame mobiliteit volgens het STOMPprincipe een stevige plek, waardoor we inzetten op gezonde en toekomstbestendige manieren van reizen. We werken actief samen met partners binnen en buiten de gemeente om plannen te versterken en kansen te benutten.",T07; T11,"T07: Overig binnen afbakening; T11: Visies, programma’s en uitvoering","Onze dorpscentra blijven goed bereikbaar voor iedereen, waarbij ons uitgangspunt is dat",2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2706,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,34,,"Veilige een aantrekkelijke van fiets- en wandelroutes, waarbij we de mogelijkheden voor betere routes langs de IJssel onderzoeken",T02; T11,"T02: Voetgangersnetwerk en lopen; T11: Kennis, data, monitoring en capaciteit","Onze dorpscentra blijven goed bereikbaar voor iedereen, waarbij ons uitgangspunt is dat",2,2,Kennis- of capaciteitsvraag,,Nee,H14 volledige paginatekstscan
H14-2707,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,34,,"Verkeersveiligheid rond scholen, sportverenigingen en bekende knelpunten krijgen prioriteit",T01,T01: Overig binnen afbakening,"Onze dorpscentra blijven goed bereikbaar voor iedereen, waarbij ons uitgangspunt is dat",1,1,Probleem,,Nee,H14 volledige paginatekstscan
H14-2708,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,34,,We komen op voor betere bereikbaarheid met het openbaar vervoer en nieuwe initiatieven zoals de nachtbus,T03,T03: Bus en openbaar vervoer,"Onze dorpscentra blijven goed bereikbaar voor iedereen, waarbij ons uitgangspunt is dat",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2709,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,36,,Uitvoering van de inclusieagenda Toegankelijke openbare ruimte en voorzieningen,T06; T08; T11,"T06: Herverdeling van openbare ruimte; T08: Mensen met een beperking en ouderen; T11: Visies, programma’s en uitvoering",Onze uitgangspunten,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2710,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,41,,"Door samen te werken met Brummen ontstaat meer bestuurskracht en kunnen we beter inspelen op uitdagingen in de regio, op dossiers als wonen, mobiliteit en duurzaamheid.",T11,T11: Interbestuurlijke samenwerking,"gemeente die dichtbij inwoners blijft staan en waarin dienstverlening, leefbaarheid, de",1,1,Probleem,,Nee,H14 volledige paginatekstscan
H14-2711,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,41,,"gemeente die dichtbij inwoners blijft staan en waarin dienstverlening, leefbaarheid, de identiteit van de dorpen en betrokkenheid centraal staan. Door samen te werken met Brummen ontstaat meer bestuurskracht en kunnen we beter inspelen op uitdagingen in de regio, op dossiers als wonen, mobiliteit en duurzaamheid.",T06; T11,"T06: Leefbaarheid, gezondheid en ruimtelijke kwaliteit; T11: Interbestuurlijke samenwerking","gemeente die dichtbij inwoners blijft staan en waarin dienstverlening, leefbaarheid, de",1,1,Probleem,,Nee,H14 volledige paginatekstscan
H14-2712,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,44,,Hoofdstraat in Velp groener en verkeersluwer […] Verhogen onderhoudsniveau van openbaar groen en trottoirs,T02; T04; T06; T10; T11,"T02: Voetgangersnetwerk en lopen; T04: Verkeerscirculatie en autoluwte; T06: Leefbaarheid, gezondheid en ruimtelijke kwaliteit; T10: Wegenbeheer en onderhoudsniveau; T11: Overig binnen afbakening",,1,2,Investering,Lokale kwestie,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-2713,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,44,,Hoofdstraat in Velp groener en verkeersluwer,T04,T04: Verkeerscirculatie en autoluwte,"onvoldoende in beeld is, laten we ruimte voor verdere uitwerking richting de",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2714,Rheden,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-069,Rheden.pdf,44,,Verhogen onderhoudsniveau van openbaar groen en trottoirs Uitbreiding van telefonische bereikbaarheid.,T02; T10,T02: Voetgangersnetwerk en lopen; T10: Wegenbeheer en onderhoudsniveau,"onvoldoende in beeld is, laten we ruimte voor verdere uitwerking richting de",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2715,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,3,,Doorbraak 1 7 Een huis voor iedereen Een huis in een mooie en gezonde stad  9 Een huis in een groene en schone stad 10 Een huis in een bereikbare stad 13 Een huis in een verkeersveilige stad 15 Een huis in een verbonden stad 16 Een nieuw thuis in een wereldstad 17 Dakloosheid 18,T01,T01: Overig binnen afbakening,Inhoud 3 Fundament 41,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2716,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,3,,Doorbraak 2 21 De sterkste en groenste economie van Europa De Rotterdamse haven 22 Klimaat en verduurzaming  23 Stadseconomie en (nacht)cultuur 25 Life Sciences & Health Tech  27 Circulaire maakindustrie 28 Werk en onderwijs 30,T09,T09: Stads- en last-mile-logistiek,Inhoud 3 Fundament 41,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2717,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,4,,"Hier wonen mensen uit alle hoeken van de wereld, draait de grootste haven van Europa en bruist het van ondernemers en makers.",T09,"T09: Havens, scheepvaart en vaarwegen",van vier jaar en voorbij de postzegel van onze gemeentegrenzen. Daarom leggen,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2718,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,8,,"We maken het parkeerbeleid flexibeler gericht op maatwerk per gebied, zodat parkeernormen beter aansluiten bij de ambities voor een verdichtende en aantrekkelijke groene stad.",T05,T05: Parkeernormen,,2,3,Beleidsopdracht,Lokale kwestie,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-2719,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,8,,"We geven samen met het Rijk een enorme impuls aan het uitbreiden van het aantal woningen en het verbeteren van de bestaande voorraad in het Natio naal Programma Rotterdam Zuid (NPRZ) voor en met bewoners op Zuid. We maken het parkeerbeleid flexibeler gericht op maatwerk per gebied, zo dat parkeernormen beter aansluiten bij de ambities voor een verdichtende en aantrekkelijke groene stad.",T05; T06; T11,T05: Parkeernormen; T06: Mobiliteit bij woningbouw en gebiedsontwikkeling; T11: Interbestuurlijke samenwerking,"gen bij voorkeur door corporaties, 5.500 woningen in het middensegment en",2,2,Samenwerkingsvraag,,Nee,H14 volledige paginatekstscan
H14-2720,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,8,,"We maken het parkeerbeleid flexibeler gericht op maatwerk per gebied, zo dat parkeernormen beter aansluiten bij de ambities voor een verdichtende en aantrekkelijke groene stad.",T05; T06,T05: Parkeernormen; T06: Mobiliteit bij woningbouw en gebiedsontwikkeling,"gen bij voorkeur door corporaties, 5.500 woningen in het middensegment en",2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2721,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,9,,"Bijvoorbeeld door te kiezen voor CO2 -vrij bouwen. In gebiedsontwikkelingen realiseren we niet alleen woningen maar ook ruimte voor werk, onderwijs, cultuur, sport, mobiliteit en zorg.",T06; T11,T06: Mobiliteit bij woningbouw en gebiedsontwikkeling; T11: Overig binnen afbakening,Wij onderzoeken de effectiviteit van deze verschillende instrumenten. We,2,2,Beleidsopdracht,Probleem,Nee,H14 volledige paginatekstscan
H14-2722,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,10,,"Dit zijn niet alleen groene en waterrijke oases in de stad, maar zien we ook als belangrijke groene corridors die de natuur en biodiversiteit in de stad versterken.",T04,"T04: Hoofdwegen, corridors en aansluitingen",bouwen en emissieloos bouwen (beperken van stikstof- en fijnstofuitstoot),1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2723,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,10,,Waar voldoende groen is en ruimte om te wandelen en fietsen.,T02,T02: Voetgangersnetwerk en lopen,bouwen en emissieloos bouwen (beperken van stikstof- en fijnstofuitstoot),1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2724,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,10,,Waar voldoende groen is en ruimte om te wandelen en fietsen. Maar in een verdichtende stad wordt ruimte schaarser. Rotterdam is bovendien op vele plekken nog erg versteend.,T02; T06,T02: Voetgangersnetwerk en lopen; T06: Mobiliteit bij woningbouw en gebiedsontwikkeling,bouwen en emissieloos bouwen (beperken van stikstof- en fijnstofuitstoot),2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2725,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,10,,bouwen en emissieloos bouwen (beperken van stikstof- en fijnstofuitstoot) en werken we verder aan de warmtetransitie.,T07,T07: Elektrificatie en zero-emissie,bouwen en emissieloos bouwen (beperken van stikstof- en fijnstofuitstoot),2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2726,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,12,,Ook Rotterdam The Hague Airport moet een stap zetten.,T09,T09: Luchtvaart en taxi,stad. Daarom nemen we dierenwelzijn en stadsecologie serieus mee bij de,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2727,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,13,,"Waar auto’s nu vaak langdurig op straat geparkeerd staan, willen we parkeren steeds vaker concentreren in parkeergarages en mobiliteitshubs. Hierdoor ontstaat ruimte voor groen, speelplekken, terrassen en bredere wandel- en fietspaden.",T02; T03; T04; T05; T07,"T02: Voetgangersnetwerk en lopen; T03: Haltes, overstappen en OV-knooppunten; T04: Doorstroming, verkeersdruk en ontsluiting; T05: Garages, P+R en randparkeren; T07: Mobiliteitshubs en ketendiensten",,2,3,Beleidsopdracht,Lokale kwestie,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-2728,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,13,,"Bij het autoluw ma ken van straten houden we nadrukkelijk rekening met bestemmingsverkeer (par keergarages), leveranciers en hulpdiensten.",T04,T04: Verkeerscirculatie en autoluwte,zetten voor het verminderen van afval op straat en pakken zwerfafval zoveel,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2729,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,13,,"Bij het autoluw ma ken van straten houden we nadrukkelijk rekening met bestemmingsverkeer (par keergarages), leveranciers en hulpdiensten. Zo combineren we bereikbaarheid met een hogere kwaliteit van de openbare ruimte.",T04; T06,T04: Verkeerscirculatie en autoluwte; T06: Herverdeling van openbare ruimte,zetten voor het verminderen van afval op straat en pakken zwerfafval zoveel,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2730,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,13,,"Daarom benutten we de openbare ruimte slimmer en maken we bewuste keuzes die bijdragen aan een prettige, gezonde en aantrekkelijke stad voor iedereen. Ons doel is dat inwoners elkaar gemakkelijk kunnen ontmoeten op pleinen, in buurtparken en op terrassen, dat kinderen veilig naar school kunnen fietsen en lopen, en dat er voldoende ruimte is voor groen, verkoeling tijdens warme zomers en ondernemerschap in de stad.",T02; T06,T02: Voetgangersnetwerk en lopen; T06: Herverdeling van openbare ruimte,zetten voor het verminderen van afval op straat en pakken zwerfafval zoveel,2,2,Innovatie of kans,,Nee,H14 volledige paginatekstscan
H14-2731,Rotterdam,Rechtstreeks,Rechtstreeks,Zuid-Holland,SRC-070,Rotterdam.pdf,13,,"Hierdoor ontstaat ruimte voor groen, speelplekken, terrassen en bredere wandel- en fietspaden.",T02; T06,"T02: Voetgangersnetwerk en lopen; T06: Leefbaarheid, gezondheid en ruimtelijke kwaliteit",zetten voor het verminderen van afval op straat en pakken zwerfafval zoveel,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
