H14-0296,Amersfoort,Rechtstreeks,Rechtstreeks,Utrecht,SRC-007,Amesfoort.pdf,19,,"Voor Amersfoort- Zuid, waar de roep uit de buurt groot is en de parkeerdruk hoog is, wordt regulering ingevoerd Met de buurt bepalen wij de wijze waarop dit gebeurt.",T05,T05: Parkeercapaciteit en parkeerdruk,2.3 Parkeren,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-0297,Amersfoort,Rechtstreeks,Rechtstreeks,Utrecht,SRC-007,Amesfoort.pdf,19,,Waarbij de auto ook een volwaardige oplossing is. Wij willen dat autobezitters zoveel mogelijk in de nabijheid van hun woning (in de buurt) kunnen parkeren omdat veel inwoners afhankelijk zijn van de auto.,T05,T05: Parkeercapaciteit en parkeerdruk,2.3 Parkeren,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-0298,Amersfoort,Rechtstreeks,Rechtstreeks,Utrecht,SRC-007,Amesfoort.pdf,19,,Wij monitoren de parkeerdruk in de omgeving van de nieuwbouwgebieden.,T05; T11,"T05: Parkeercapaciteit en parkeerdruk; T11: Kennis, data, monitoring en capaciteit",2.3 Parkeren,3,3,Kennis- of capaciteitsvraag,,Nee,H14 volledige paginatekstscan
H14-0299,Amersfoort,Rechtstreeks,Rechtstreeks,Utrecht,SRC-007,Amesfoort.pdf,19,,"Wij monitoren de parkeerdruk in de omgeving van de nieuwbouwgebieden. Als in de praktijk blijkt dat de aanpak in deze gebieden niet het gewenste resultaat oplevert of wanneer vergunningverlening voor woningbouw juridisch onhoudbaar is, sturen wij bij met alternatieven of aanpassingen.",T05; T06; T11,"T05: Tarieven, vergunningen en zones; T06: Mobiliteit bij woningbouw en gebiedsontwikkeling; T11: Kennis, data, monitoring en capaciteit",2.3 Parkeren,3,3,Kennis- of capaciteitsvraag,,Nee,H14 volledige paginatekstscan
H14-0300,Amersfoort,Rechtstreeks,Rechtstreeks,Utrecht,SRC-007,Amesfoort.pdf,19,,Wij verlagen enkele parkeer- en vergunningtarieven. Wij meten in ieder geval een half jaar na invoering de parkeerdruk in de omliggende gebieden.,T05,"T05: Tarieven, vergunningen en zones",2.3 Parkeren,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-0301,Amersfoort,Rechtstreeks,Rechtstreeks,Utrecht,SRC-007,Amesfoort.pdf,19,,"Wij voeren parkeerregulering in als het nodig is voor de nieuwbouw van woningen in Langs Eem en Spoor, Hoefkwartier en Bovenduist.",T03; T05,"T03: Spoor, stations, tram en metro; T05: Overig binnen afbakening",2.3 Parkeren,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-0302,Amersfoort,Rechtstreeks,Rechtstreeks,Utrecht,SRC-007,Amesfoort.pdf,20,,In de binnenstad willen wij dat bezoekers in parkeergarages parkeren.,T05,"T05: Garages, P+R en randparkeren",,2,2,Beleidsopdracht,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-0303,Amersfoort,Rechtstreeks,Rechtstreeks,Utrecht,SRC-007,Amesfoort.pdf,20,,Bewoners kunnen ervaren dat de leefbaarheid onder druk staat bijvoorbeeld door parkeerdruk of door hittestress en wateroverlast.,T05; T06,"T05: Parkeercapaciteit en parkeerdruk; T06: Leefbaarheid, gezondheid en ruimtelijke kwaliteit",Voor de afbakening van gebieden voor gereguleerd parkeren gaan wij uit van,1,1,Probleem,,Nee,H14 volledige paginatekstscan
H14-0304,Amersfoort,Rechtstreeks,Rechtstreeks,Utrecht,SRC-007,Amesfoort.pdf,20,,"Bij langer parkeren, wordt het substantieel hoger, namelijk twaalf euro per uur.",T05,T05: Parkeercapaciteit en parkeerdruk,Voor de afbakening van gebieden voor gereguleerd parkeren gaan wij uit van,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-0305,Amersfoort,Rechtstreeks,Rechtstreeks,Utrecht,SRC-007,Amesfoort.pdf,20,,Daarnaast vinden wij het belangrijk dat iedereen met gemak kan parkeren bij winkelgebieden.,T05,T05: Parkeercapaciteit en parkeerdruk,Voor de afbakening van gebieden voor gereguleerd parkeren gaan wij uit van,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
