H14-2396,Montferland,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-056,Montferland.pdf,15,,de aanbieders en de provincie het openbaar vervoer ook uitbreiden.,T03; T11,T03: Bus en openbaar vervoer; T11: Interbestuurlijke samenwerking,MOBILITEIT EN,2,2,Samenwerkingsvraag,,Nee,H14 volledige paginatekstscan
H14-2397,Montferland,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-056,Montferland.pdf,15,,dorpskernen zorgen we voor veilige fietsroutes en duidelijke oversteekplaatsen.,T01; T02; T08,T01: Schoolroutes en kwetsbare verkeersdeelnemers; T02: Fietsnetwerk en routekwaliteit; T08: Bereikbaarheid van kernen en buitengebied,MOBILITEIT EN,2,2,Beleidsopdracht,Probleem,Nee,H14 volledige paginatekstscan
H14-2398,Montferland,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-056,Montferland.pdf,15,,en het buitengebied speelt de buurtbus een,T03,T03: Vraagafhankelijk en doelgroepenvervoer,MOBILITEIT EN,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2399,Montferland,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-056,Montferland.pdf,15,,het openbaar vervoer. Vooral in kleinere kernen,T03,T03: Bus en openbaar vervoer,MOBILITEIT EN,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2400,Montferland,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-056,Montferland.pdf,15,,met het openbaar vervoer willen we graag,T03,T03: Bus en openbaar vervoer,MOBILITEIT EN,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2401,Montferland,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-056,Montferland.pdf,15,,parkeerdruk in de openbare ruimte wordt hiermee voorkomen.,T05; T06,T05: Parkeercapaciteit en parkeerdruk; T06: Herverdeling van openbare ruimte,MOBILITEIT EN,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2402,Montferland,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-056,Montferland.pdf,15,,parkeren in de schaarse openbare ruimte,T05; T06,T05: Parkeercapaciteit en parkeerdruk; T06: Herverdeling van openbare ruimte,MOBILITEIT EN,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2403,Montferland,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-056,Montferland.pdf,15,,uit in het omgevingsprogramma mobiliteit met extra aandacht voor fietsveiligheid.,T01; T02,T01: Overig binnen afbakening; T02: Fietsnetwerk en routekwaliteit,MOBILITEIT EN,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2404,Montferland,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-056,Montferland.pdf,15,,vervoer in onze gemeente. Openbaar vervoer,T03,T03: Bus en openbaar vervoer,MOBILITEIT EN,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2405,Montferland,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-056,Montferland.pdf,15,,voorop. Wij werken de mobiliteitsvisie verder,T11,"T11: Visies, programma’s en uitvoering",MOBILITEIT EN,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
