H14-0396,Amsterdam,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-008,Amsterdam.pdf,52,,"× We maken extra ruimte voor de voetganger. × We experimenteren met snelheidsmaatregelen op het fietspad en onderzoeken hoe we verschillende snelheden beter kunnen scheiden, zodat kinderen en ouderen zich weer veilig voelen op de fiets.",T02; T06; T11,"T02: Voetgangersnetwerk en lopen; T06: Overig binnen afbakening; T11: Kennis, data, monitoring en capaciteit",7.1 Slim en duurzaam onderweg 7.2 Een bereikbare stad voor iedereen,2,2,Kennis- of capaciteitsvraag,,Nee,H14 volledige paginatekstscan
H14-0397,Amsterdam,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-008,Amsterdam.pdf,53,,Daarom blijven we investeren in het toegankelijk maken van de openbare ruimte en OV-haltes.,T03,"T03: Haltes, overstappen en OV-knooppunten",,2,3,Beleidsopdracht,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-0398,Amsterdam,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-008,Amsterdam.pdf,53,53,"We heffen 10.000 parkeerplaatsen op voor meer ruimte voor groen, buitenspelen, de voetganger en fietsparkeren en verminderen het aantal parkeervergunningen, met prioriteit in gebieden waar de druk op de openbare ruimte het grootst is.",T02; T05; T06,"T02: Fietsparkeren; T05: Tarieven, vergunningen en zones; T06: Mobiliteit bij woningbouw en gebiedsontwikkeling",,3,3,Probleem,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-0399,Amsterdam,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-008,Amsterdam.pdf,53,53,"We investeren in deelauto’s, deelbakfietsen en deelscooters, met vaste hubs in drukke gebieden om verrommeling te voorkomen. We monitoren dit goed en als dit tot overlast leidt sturen we bij.",T05; T07; T11,"T05: Parkeercapaciteit en parkeerdruk; T07: Deelmobiliteit; T11: Kennis, data, monitoring en capaciteit",,3,3,Innovatie of kans,Beleidsopdracht,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-0400,Amsterdam,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-008,Amsterdam.pdf,53,53,We verlagen de parkeervergunningtarieven voor deelauto’s.,T05; T07,"T05: Tarieven, vergunningen en zones; T07: Deelmobiliteit",,2,3,Innovatie of kans,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-0401,Amsterdam,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-008,Amsterdam.pdf,53,,"Bewoners met een beperking, mensen met cruciale beroepen en mantelzorgers behouden toegang tot een parkeervergunning die past bij hun specifieke behoefte.",T05,"T05: Tarieven, vergunningen en zones","spelen, de voetganger en fietsparkeren en verminderen het aantal parkeer",2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-0402,Amsterdam,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-008,Amsterdam.pdf,53,,Daarom blijven we investeren in het toegankelijk maken van de openbare ruimte en OV-haltes.,T03; T06,"T03: Haltes, overstappen en OV-knooppunten; T06: Herverdeling van openbare ruimte","spelen, de voetganger en fietsparkeren en verminderen het aantal parkeer",2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-0403,Amsterdam,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-008,Amsterdam.pdf,53,,"We monitoren dit goed en als dit tot overlast leidt sturen we bij. × We kijken naar de parkeernorm bij nieuwbouw voor de verschillende segmenten waar we voor bouwen, zodat stedelijke ontwikkeling beter aansluit bij de behoefte aan noodzakelijk autogebruik, met bijvoorbeeld meer ruimte voor gehandicaptenvergunningen en laad- en losplekken.",T05; T06; T11,"T05: Parkeernormen; T06: Overig binnen afbakening; T11: Kennis, data, monitoring en capaciteit","spelen, de voetganger en fietsparkeren en verminderen het aantal parkeer",3,3,Kennis- of capaciteitsvraag,Probleem,Nee,H14 volledige paginatekstscan
H14-0404,Amsterdam,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-008,Amsterdam.pdf,53,,"× We kijken naar de parkeernorm bij nieuwbouw voor de verschillende segmenten waar we voor bouwen, zodat stedelijke ontwikkeling beter aansluit bij de behoefte aan noodzakelijk autogebruik, met bijvoorbeeld meer ruimte voor gehandicaptenvergunningen en laad- en losplekken.",T05; T06,T05: Parkeernormen; T06: Overig binnen afbakening,"spelen, de voetganger en fietsparkeren en verminderen het aantal parkeer",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-0405,Amsterdam,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-008,Amsterdam.pdf,57,,"Parkeren De druk op de openbare ruimte in Amsterdam neemt verder toe, terwijl de stad voor grote investeringen staat in onderhoud, vergroening, veiligheid, bereikbaarheid en de kwaliteit van straten en pleinen.",T05; T06,T05: Parkeercapaciteit en parkeerdruk; T06: Herverdeling van openbare ruimte,8.2 Lasten de tarieven voor bewonersparkeervergunningen. Daarmee vragen we een,1,1,Probleem,,Nee,H14 volledige paginatekstscan
