H14-1296,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,11,,We houden de stad en de voorzieningen bereikbaar en er ontstaat meer ruimte voor groen en ontmoeting. De mobiliteitstransitie draagt ook bij aan het behalen van onze klimaatdoelen en zorgt voor een schonere en gezondere lucht.,T06; T07,"T06: Leefbaarheid, gezondheid en ruimtelijke kwaliteit; T07: Overig binnen afbakening",,1,1,Probleem,,Nee,H14 volledige paginatekstscan
H14-1297,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,11,,"We investeren fors in de Ring en de radialen om het verkeer beter te laten doorstromen, met kleine en grote maatregelen.",T04,"T04: Doorstroming, verkeersdruk en ontsluiting",,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1298,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,11,,We maken een ‘treintje’ van mobiliteitsprojecten in uitvoering en voorbereiding en we houden tijdens de realisatie goed in de gaten of ze in samenhang werken.,T03; T11,"T03: Spoor, stations, tram en metro; T11: Visies, programma’s en uitvoering",,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1299,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,11,,We maken wijken veiliger door de snelheid te verlagen naar 30 km/uur en we realiseren samen met bewoners creatieve en tijdelijke maatregelen vooruitlopend op definitieve aanpassingen.,T01; T11,T01: Veilige inrichting en snelheid; T11: Overig binnen afbakening,,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1300,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,11,,"We stimuleren het wandelen, fietsen en het gebruik van het OV.",T02; T03,T02: Voetgangersnetwerk en lopen; T03: Bus en openbaar vervoer,,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-1301,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,11,,"We zorgen voor vrijliggende fiets- en wandelroutes naar het centrum en tussen wijken onderling, met voldoende plekken om fietsen te parkeren.",T02; T05,T02: Voetgangersnetwerk en lopen; T05: Parkeercapaciteit en parkeerdruk,,2,2,Beleidsopdracht,Probleem,Nee,H14 volledige paginatekstscan
H14-1302,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,11,,"Zo nodig sturen we bij. We versnellen als zich kansen voordoen bij onder andere bouwprojecten, en vertragen en/of passen plannen aan als het systeem vastloopt. We stimuleren het wandelen, fietsen en het gebruik van het OV.",T02; T03; T11,"T02: Voetgangersnetwerk en lopen; T03: Bus en openbaar vervoer; T11: Visies, programma’s en uitvoering",,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1303,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,12,14,"2. We realiseren minimaal drie geplande bewaakte fietsparkeer voorzieningen in het centrum, hanteren ruimere openingstijden en plaatsen uiterlijk in 2028 2.500 extra openbare fietsparkeer plekken op straat. Openbaar vervoer",T02; T03,T02: Fietsparkeren; T03: Bus en openbaar vervoer,,2,3,Beleidsopdracht,Lokale kwestie,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-1304,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,12,14," We hanteren het ontwerpprincipe STROMP (eerst Stappen, dan Trappen, Rollen, Openbaar vervoer, Mobiliteitsdiensten en tenslotte de Privéauto) voor de inrichting van onze stad.",T03; T06,T03: Bus en openbaar vervoer; T06: Herverdeling van openbare ruimte,,1,3,Probleem,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-1305,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,12,14, Een zero-emissiezone voor personenauto’s is afhankelijk van wettelijke mogelijkheden.,T07,T07: Elektrificatie en zero-emissie,,1,3,Probleem,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-1306,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,12,,"2. We realiseren minimaal drie geplande bewaakte fietsparkeer voorzieningen in het centrum, hanteren ruimere openingstijden en plaatsen uiterlijk in 2028 2.500 extra openbare fietsparkeer plekken op straat.",T02; T11,"T02: Fietsparkeren; T11: Visies, programma’s en uitvoering",Dit gaan we doen,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1307,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,12,,4. We voeren een experiment ‘gratis of zwaar gereduceerd met de bus’ uit en monitoren de effecten daarvan nauwgezet.,T03; T11,"T03: Bus en openbaar vervoer; T11: Kennis, data, monitoring en capaciteit",Dit gaan we doen,3,3,Kennis- of capaciteitsvraag,,Nee,H14 volledige paginatekstscan
H14-1308,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,12,,5. We maken met organisatoren van voetbalwedstrijden en evenementen afspraken om OV en aansluiting op P&R in het toegangsbewijs op te nemen.,T03,T03: Bus en openbaar vervoer,Dit gaan we doen,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1309,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,12,,6. We gaan in gesprek met inwoners van Tongelre over de gevolgen van het groeiende treinverkeer en wat voor hen nodig is.,T03,"T03: Spoor, stations, tram en metro",Dit gaan we doen,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-1310,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,12,,Dit doen we samen met de provincie. En we onderzoeken hoe we in de toekomst meer sturing en zeggenschap over hoogwaardig en nieuwe vormen van openbaar vervoer kunnen krijgen.,T03; T11,T03: Bus en openbaar vervoer; T11: Interbestuurlijke samenwerking,Dit gaan we doen,2,2,Samenwerkingsvraag,,Nee,H14 volledige paginatekstscan
H14-1311,Eindhoven,Rechtstreeks,Rechtstreeks,Noord-Brabant,SRC-032,Eindhoven.pdf,12,,"Dit gaan we doen Voetganger en fiets 1. We maken en onderhouden veilige en barrière-vrije voet- en fietspaden door:  het uitvoeren van Actiepakket I & II, zoals de doorfietsroute Best en de ongelijkvloerse kruising Floraplein en het afronden van de fiets Top-24 uit 2024 inclusief de Missing Links;  het realiseren van twintig groene speelstraten bij scholen en sportvoorzieningen.",T10; T11,"T10: Wegenbeheer en onderhoudsniveau; T11: Visies, programma’s en uitvoering",Dit gaan we doen,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
