H14-2296,Middelburg,Rechtstreeks,Rechtstreeks,Zeeland,SRC-054,Middelburg.pdf,22,,"Met de verstedelijkingsopgave van Zeeland en Walcheren als mogelijke grootschalige woning bouwlocatie, zetten wij samen met Veere en Vlissingen in op verbetering van de bereikbaarheid van onze regio over de weg (bijvoorbeeld N57) en via het openbaar vervoer.",T03; T04; T11,"T03: Bus en openbaar vervoer; T04: Hoofdwegen, corridors en aansluitingen; T11: Interbestuurlijke samenwerking",,2,2,Samenwerkingsvraag,Beleidsopdracht,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-2297,Middelburg,Rechtstreeks,Rechtstreeks,Zeeland,SRC-054,Middelburg.pdf,22,,"Wij zetten daarom in op een samenhangend mobiliteitsbeleid waarin bereikbaarheid, veiligheid en leefbaarheid hand in hand gaan. Binnen Zeeland 2050 is mobiliteit een sleutelproject met als accenten de verbetering van de midden-Zeeland-route en de verbinding over het spoor.",T03; T06; T11,"T03: Spoor, stations, tram en metro; T06: Leefbaarheid, gezondheid en ruimtelijke kwaliteit; T11: Overig binnen afbakening",,2,2,Beleidsopdracht,Lokale kwestie,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-2298,Middelburg,Rechtstreeks,Rechtstreeks,Zeeland,SRC-054,Middelburg.pdf,22,22,"Het openbaar vervoer is een belangrijk middel voor de ontsluiting van wijken en kernen. Wij willen onderzoeken hoe wij het gebruik van het bestaande openbaar vervoer door onze inwoners en bezoekers kunnen stimuleren, bijvoorbeeld door meer gerichte informatie.",T03; T08,T03: Bus en openbaar vervoer; T08: Bereikbaarheid van kernen en buitengebied,,2,2,Probleem,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-2299,Middelburg,Rechtstreeks,Rechtstreeks,Zeeland,SRC-054,Middelburg.pdf,22,22,"Om de verbinding tussen parkeervoorzieningen en de stad te vergroten willen wij ook meer creatieve oplossingen onderzoeken, zoals een watertaxi.",T03; T05; T09,T03: Overig binnen afbakening; T05: Overig binnen afbakening; T09: Stads- en last-mile-logistiek,,1,1,Beleidsopdracht,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-2300,Middelburg,Rechtstreeks,Rechtstreeks,Zeeland,SRC-054,Middelburg.pdf,22,22,"Het beleid rondom het onderhoudsniveau van onze wegen zetten we voort, tenzij de financiële situatie ons dwingt om andere keuzes te maken.",T10; T11,T10: Wegenbeheer en onderhoudsniveau; T11: Overig binnen afbakening,,3,3,Beleidsopdracht,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-2301,Middelburg,Rechtstreeks,Rechtstreeks,Zeeland,SRC-054,Middelburg.pdf,22,,"Aangezien het autoluw maken van de binnenstad een proces van de lange adem is, willen we kijken wat op",T04,T04: Verkeerscirculatie en autoluwte,"hangend mobiliteitsbeleid waarin bereikbaarheid, van extra parkeercapaciteit. Om de verbinding tussen",2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2302,Middelburg,Rechtstreeks,Rechtstreeks,Zeeland,SRC-054,Middelburg.pdf,22,,"Belangrijke infrastructurele opgaven, zoals de rondweg bij Arnemuiden en de gebiedsontsluiting van het Veerse meer vragen om regie en voortgang.",T04,"T04: Hoofdwegen, corridors en aansluitingen","hangend mobiliteitsbeleid waarin bereikbaarheid, van extra parkeercapaciteit. Om de verbinding tussen",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2303,Middelburg,Rechtstreeks,Rechtstreeks,Zeeland,SRC-054,Middelburg.pdf,22,,Bijzondere aandacht vraagt de spoorsluiting in 2028 als gevolg van de proef met ERTMS.,T03,"T03: Spoor, stations, tram en metro","hangend mobiliteitsbeleid waarin bereikbaarheid, van extra parkeercapaciteit. Om de verbinding tussen",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2304,Middelburg,Rechtstreeks,Rechtstreeks,Zeeland,SRC-054,Middelburg.pdf,22,,Binnen de bebouwde kom blijft de fietser centraal staan.,T02,T02: Fietsnetwerk en routekwaliteit,"hangend mobiliteitsbeleid waarin bereikbaarheid, van extra parkeercapaciteit. Om de verbinding tussen",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2305,Middelburg,Rechtstreeks,Rechtstreeks,Zeeland,SRC-054,Middelburg.pdf,22,,Dit vraagt wel om voldoende ver vangende parkeergelegenheid aan de randen van de stad en goede verbindingen tussen deze terreinen en de binnenstad.,T05,T05: Overig binnen afbakening,"hangend mobiliteitsbeleid waarin bereikbaarheid, van extra parkeercapaciteit. Om de verbinding tussen",1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
