H14-2596,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,22–23,"Mobiliteitsknooppunten met toegankelijke haltes en goede overstapmogelijkheden tussen fiets, openbaar vervoer en deelmobiliteit worden verder ontwikkeld om duurzaam reisgedrag te stimuleren.",T02; T03; T07; T08,"T02: Fietsnetwerk en routekwaliteit; T03: Haltes, overstappen en OV-knooppunten; T07: Deelmobiliteit; T08: Mensen met een beperking en ouderen",,1,1,Innovatie of kans,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-2597,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,22–23,"Ruimte voor de auto Wij realiseren ons dat veel inwoners afhankelijk zijn van het gebruik van de auto en houden daarom rekening met het daadwerkelijke verwachte autobezit en -gebruik. Wij zetten in op een economisch sterke en goed bereikbare binnenstad, met aandacht voor voldoende en goed georganiseerde parkeervoorzieningen.",T04; T05,"T04: Doorstroming, verkeersdruk en ontsluiting; T05: Overig binnen afbakening",,2,2,Beleidsopdracht,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-2598,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,22–23,Daarbij zetten wij in op een efficiënt gebruik van bestaande parkeervoorzieningen en wordt parkeren waar mogelijk geconcentreerd in parkeergarages.,T05,"T05: Garages, P+R en randparkeren",,2,2,Beleidsopdracht,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-2599,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,22–23,Met het uitbreiden van betaald parkeren gaan wij terughoudend om. Wij onderzoeken eerst andere mogelijkheden om parkeerdruk te beheersen.,T05,"T05: Tarieven, vergunningen en zones",,2,2,Beleidsopdracht,,Nee,Eerder gevalideerd bewijsanker; H14 herbevestigd
H14-2600,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Bestaande parkeercapaciteit die onvoldoende wordt benut, wordt waar mogelijk beter ingezet voordat nieuwe voorzieningen worden gerealiseerd.",T05,T05: Parkeercapaciteit en parkeerdruk,Hoofdstuk 3,2,2,Beleidsopdracht,Probleem,Nee,H14 volledige paginatekstscan
H14-2601,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,Bij gebiedsontwikkelingen zorgen wij ervoor dat bestemmingen goed en veilig per fiets bereikbaar zijn.,T02; T06,T02: Fietsnetwerk en routekwaliteit; T06: Mobiliteit bij woningbouw en gebiedsontwikkeling,Hoofdstuk 3,2,2,Beleidsopdracht,Probleem,Nee,H14 volledige paginatekstscan
H14-2602,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Daarbij vinden wij het belangrijk dat parkeren betaalbaar blijft voor inwoners, bezoekers en ondernemers.",T05,T05: Parkeercapaciteit en parkeerdruk,Hoofdstuk 3,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2603,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Daarbij zoeken wij steeds naar een goede balans tussen bereikbaarheid, verkeersveiligheid, leefbaarheid en de beschikbare ruimte.",T01; T06,"T01: Overig binnen afbakening; T06: Leefbaarheid, gezondheid en ruimtelijke kwaliteit",Hoofdstuk 3,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2604,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Daarnaast verbeteren wij het leerlingenvervoer en het Wmo-vervoer, zodat dit beter aansluit op de behoeften van gebruikers.",T03; T08,T03: Vraagafhankelijk en doelgroepenvervoer; T08: Doelgroepen- en wijkvervoer,Hoofdstuk 3,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2605,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Daarnaast werken wij aan meer en betere fietsparkeervoorzieningen, met name in de binnenstad en op locaties waar veel mensen samenkomen.",T02,T02: Fietsparkeren,Hoofdstuk 3,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2606,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Daarom onderzoeken wij de mogelijkheden voor gerichte parkeeracties of proefprojecten, bijvoorbeeld met een pilot van 3-6 maanden gratis parkeren op vrijdagavond om bezoekers te stimuleren de binnenstad te bezoeken.",T05; T11,"T05: Parkeercapaciteit en parkeerdruk; T11: Kennis, data, monitoring en capaciteit",Hoofdstuk 3,2,2,Kennis- of capaciteitsvraag,,Nee,H14 volledige paginatekstscan
H14-2607,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,Daarom vinden wij het belangrijk dat er meer fietsparkeerplekken komen in de binnenstad.,T02,T02: Fietsparkeren,Hoofdstuk 3,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2608,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,Daarom willen wij inzetten op de oprichting van een Fast Bike Team dat structureel controles uitvoert. Op die manier kunnen overtredingen beter worden aangepakt en kan de verkeersveiligheid voor alle weggebruikers worden verbeterd.,T01; T11,"T01: Veilige inrichting en snelheid; T11: Visies, programma’s en uitvoering",Hoofdstuk 3,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2609,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"De binnenstad wordt stap voor stap aantrekkelijker en veiliger voor voetgangers en fietsers, die prioriteit krijgen in de inrichting van de openbare ruimte.",T02; T06,T02: Voetgangersnetwerk en lopen; T06: Herverdeling van openbare ruimte,Hoofdstuk 3,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2610,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,De polderwegen in de Beemster en bedrijventerreinen in het algemeen worden fietsvriendelijker ingericht.,T02,T02: Fietsnetwerk en routekwaliteit,Hoofdstuk 3,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2611,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,De verkeersveiligheid in Zuidoostbeemster en Middenbeemster vraagt blijvende aandacht.,T01,T01: Overig binnen afbakening,Hoofdstuk 3,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2612,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,Fiets(veiligheid) en wandelen als vanzelfsprekende keuze Voor veel dagelijkse verplaatsingen liggen kansen om vaker te lopen of te fietsen.,T02,T02: Voetgangersnetwerk en lopen,Hoofdstuk 3,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2613,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Het fietsbeleid wordt geactualiseerd, zodat het aansluit bij de groei van de gemeente en de mobiliteitsopgaven van deze tijd.",T02,T02: Fietsnetwerk en routekwaliteit,Hoofdstuk 3,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2614,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"In het bijzonder investeren wij in hoogwaardige fietsverbindingen tussen de woonwijken, voorzieningen, scholen, bedrijventerreinen en de binnenstad.",T02; T06,T02: Fietsnetwerk en routekwaliteit; T06: Overig binnen afbakening,Hoofdstuk 3,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2615,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,Ook kijken wij hoe parkeren kan bijdragen aan een aantrekkelijke en economisch sterke binnenstad.,T05,T05: Parkeercapaciteit en parkeerdruk,Hoofdstuk 3,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2616,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Ook zien we quick wins op andere plekken die snel verbeterd kunnen worden, zoals een onderzoek naar een rotonde in de Purmer-Noord op de kruising van de Edisonweg met de Van Osweg en de Grotenhuysweg. Ten slotte vragen wij aandacht voor de fietsveiligheid in bredere zin.",T01; T02; T11,"T01: Veilige inrichting en snelheid; T02: Fietsnetwerk en routekwaliteit; T11: Kennis, data, monitoring en capaciteit",Hoofdstuk 3,2,2,Kennis- of capaciteitsvraag,,Nee,H14 volledige paginatekstscan
H14-2617,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,Op die manier kunnen overtredingen beter worden aangepakt en kan de verkeersveiligheid voor alle weggebruikers worden verbeterd.,T01,T01: Veilige inrichting en snelheid,Hoofdstuk 3,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2618,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Parkeerplaatsen in de openbare ruimte blijven waar mogelijk beschikbaar voor doelgroepen die hiervan afhankelijk zijn, onder wie inwoners met een beperking.",T05; T06,T05: Parkeercapaciteit en parkeerdruk; T06: Herverdeling van openbare ruimte,Hoofdstuk 3,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2619,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,Parkeren blijft onderdeel van een goed functionerende openbare ruimte.,T05; T06,T05: Parkeercapaciteit en parkeerdruk; T06: Herverdeling van openbare ruimte,Hoofdstuk 3,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2620,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,Ruimte voor de auto Wij realiseren ons dat veel inwoners afhankelijk zijn van het gebruik van de auto en houden daarom rekening met het daadwerkelijke verwachte autobezit en -gebruik.,T06; T11,T06: Overig binnen afbakening; T11: Overig binnen afbakening,Hoofdstuk 3,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2621,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Slimme keuzes voor een groeiende gemeente Om de gemeente bereikbaar en leefbaar te houden, gaan wij investeren in een mobiliteitssysteem waarin lopen, fietsen, openbaar vervoer en de auto elkaar versterken.",T02; T03; T06,"T02: Voetgangersnetwerk en lopen; T03: Bus en openbaar vervoer; T06: Leefbaarheid, gezondheid en ruimtelijke kwaliteit",Hoofdstuk 3,2,2,Innovatie of kans,,Nee,H14 volledige paginatekstscan
H14-2622,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,Ten slotte vragen wij aandacht voor de fietsveiligheid in bredere zin.,T01; T02,T01: Overig binnen afbakening; T02: Fietsnetwerk en routekwaliteit,Hoofdstuk 3,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2623,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,Voor de leefbaarheid en verkeersveiligheid in de Beemster blijven de vastgestelde dorpsontwikkelingen richtinggevend.,T01; T06,"T01: Overig binnen afbakening; T06: Leefbaarheid, gezondheid en ruimtelijke kwaliteit",Hoofdstuk 3,1,1,Lokale kwestie,,Nee,H14 volledige paginatekstscan
H14-2624,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Wanneer parkeerplaatsen op maaiveldniveau verdwijnen, is het uitgangspunt dat deze in de directe omgeving worden gecompenseerd, bijvoorbeeld in een nabijgelegen parkeergarage.",T05,"T05: Garages, P+R en randparkeren",Hoofdstuk 3,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2625,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,We constateren dat er regelmatig onveilige situaties ontstaan door het gebruik van snelle fietsen.,T02,T02: Fietsnetwerk en routekwaliteit,Hoofdstuk 3,1,1,Probleem,,Nee,H14 volledige paginatekstscan
H14-2626,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,We constateren dat er regelmatig onveilige situaties ontstaan door het gebruik van snelle fietsen. Daarom willen wij inzetten op de oprichting van een Fast Bike Team dat structureel controles uitvoert.,T02; T11,"T02: Fietsnetwerk en routekwaliteit; T11: Visies, programma’s en uitvoering",Hoofdstuk 3,2,2,Beleidsopdracht,Probleem,Nee,H14 volledige paginatekstscan
H14-2627,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"We zetten ons in voor directe busverbindingen naar Amsterdam Centraal Station, een nachtbus naar de Beemster en voldoende bushaltes, onder andere in nieuwbouwgebieden zoals Plan De Keyser.",T03; T11,"T03: Spoor, stations, tram en metro; T11: Visies, programma’s en uitvoering",Hoofdstuk 3,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2628,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Wij investeren in veilige, brede en goed verlichte fietspaden.",T02,T02: Fietsnetwerk en routekwaliteit,Hoofdstuk 3,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
H14-2629,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,Wij onderzoeken eerst andere mogelijkheden om parkeerdruk te beheersen.,T05; T11,"T05: Parkeercapaciteit en parkeerdruk; T11: Kennis, data, monitoring en capaciteit",Hoofdstuk 3,2,2,Kennis- of capaciteitsvraag,,Nee,H14 volledige paginatekstscan
H14-2630,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Wij onderzoeken innovatieve en groene parkeeroplossingen die bijdragen aan klimaatadaptatie, waterberging en het verminderen van hittestress.",T05; T11,"T05: Overig binnen afbakening; T11: Kennis, data, monitoring en capaciteit",Hoofdstuk 3,2,2,Kennis- of capaciteitsvraag,,Nee,H14 volledige paginatekstscan
H14-2631,Purmerend,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-063,Purmerend.pdf,12,,"Wij vinden het belangrijk dat de uitvoering van deze maatregelen versneld ter hand wordt genomen, zodat inwoners kunnen rekenen op merkbare verbeteringen in verkeersveiligheid, leefbaarheid en bereikbaarheid.",T01; T06; T11,"T01: Overig binnen afbakening; T06: Leefbaarheid, gezondheid en ruimtelijke kwaliteit; T11: Interbestuurlijke samenwerking",Hoofdstuk 3,2,2,Beleidsopdracht,,Nee,H14 volledige paginatekstscan
